review,cleaned_review,cleaned_review_stemmed,review_text,rating,author,date,nama desa wisata,provinsi
Bagus buat santai sambil memandang sungai,bagus santai memandang sungai,bagus santai pandang sungai,Bagus buat santai sambil memandang sungai,5,Desy Hairina,2023-10-02T01:07:05.527Z,Kampung Ketupat,Kalimantan Selatan
Lumayan,lumayan,lumayan,Lumayan,3,Ac Cut1,2023-09-25T17:17:54.519Z,Kampung Ketupat,Kalimantan Selatan
"Tempatnya bagus, banyak spot foto, banyak tempat untuk bersantai, ada pesawatan, dll. Mungkin yg jadi pertimbangan banyak orang yaitu harga tiketnya. Saya sabtu kemarin kesini 20rb, struknya bisa ditukar minuman free (saya dapat teh es), kalo soal makan disana saya belum pernah karena ngiranya disana ada jual  ketupat kandangan wkwk.",tempatnya bagus spot foto bersantai pesawatan dll pertimbangan harga tiketnya sabtu kemarin kesini ribu struknya ditukar minuman free teh es kalo makan disana ngiranya disana jual ketupat kandangan wkwk,tempat bagus spot foto santa pesawat dll timbang harga tiket sabtu kemarin kesini ribu struknya tukar minum free teh es kalo makan sana ngiranya sana jual ketupat kandang wkwk,"Tempatnya bagus, banyak spot foto, banyak tempat untuk bersantai, ada pesawatan, dll. Mungkin yg jadi pertimbangan banyak orang yaitu harga tiketnya. Saya sabtu kemarin kesini 20rb, struknya bisa ditukar minuman free (saya dapat teh es), kalo soal makan disana saya belum pernah karena ngiranya disana ada jual  ketupat kandangan wkwk.",5,Erwan Ridha Muzakki,2023-09-21T09:03:29.133Z,Kampung Ketupat,Kalimantan Selatan
Tempat baru sepertinya datang saat malam toko makanannya sdh byk yg tutup.,malam toko makanannya tutup,malam toko makan tutup,Tempat baru sepertinya datang saat malam toko makanannya sdh byk yg tutup.,5,Ummi 0,2023-08-23T00:52:49.590Z,Kampung Ketupat,Kalimantan Selatan
Masih banyak yang belum termanfaatkan view ny...mungkin kl malam lebih asik..,termanfaatkan view malam asik,manfaat view malam asik,Masih banyak yang belum termanfaatkan view ny...mungkin kl malam lebih asik..,3,Addailami B,2023-08-21T00:05:00.225Z,Kampung Ketupat,Kalimantan Selatan
"Bersih, instgramable, banyak makanan, sejuk,",bersih instgramable makanan sejuk,bersih instgramable makan sejuk,"Bersih, instgramable, banyak makanan, sejuk,",5,Sri Maulida,2023-08-20T07:37:04.512Z,Kampung Ketupat,Kalimantan Selatan
"Masuk bayar 20rb-25rb mahal banget, gak mau sih saya karna dari luar terlihat biasa aja, masuk aja bayar nya mahal belum lagi beli makanan didalam, orang orang bakalan mikir 2x sih kalau kesini",bayar ribu ribu mahal banget bayar mahal beli makanan didalam mikir kesini,bayar ribu ribu mahal banget bayar mahal beli makan dalam mikir kesini,"Masuk bayar 20rb-25rb mahal banget, gak mau sih saya karna dari luar terlihat biasa aja, masuk aja bayar nya mahal belum lagi beli makanan didalam, orang orang bakalan mikir 2x sih kalau kesini",3,Mia S,2023-08-18T03:50:48.025Z,Kampung Ketupat,Kalimantan Selatan
"Kalau boleh kasih saran, harga hari kerja atau hari libur 5k an hja insya allah rami tu, jadi org kwa jajan di tempat tanpa kepikiran harga masuk yg agak mahal, amun bnyk pengunjungnya jdi lakas ja mutar duitnya🤗 dan untuk harga makannya sedang hja sih",kasih saran harga libur kak an hja insya allah rami kwa jajan kepikiran harga mahal amun pengunjungnya lakas mutar duitnya harga makannya hja,kasih saran harga libur kak an hja insya allah rami kwa jajan pikir harga mahal amun unjung lakas mutar duit harga makan hja,"Kalau boleh kasih saran, harga hari kerja atau hari libur 5k an hja insya allah rami tu, jadi org kwa jajan di tempat tanpa kepikiran harga masuk yg agak mahal, amun bnyk pengunjungnya jdi lakas ja mutar duitnya🤗 dan untuk harga makannya sedang hja sih",3,Nurul Ammaliah,2023-08-13T14:56:46.796Z,Kampung Ketupat,Kalimantan Selatan
"Untuk tempatnya cukup bagus dan asri jika ingin mendapatkan nuansa yg cukup tenang di wilayah perkotaan, banyak spot"" foto yg bagus, tapi sayangnya untuk tiket masuk dengan Harga 20k/orang cukup mahal.",tempatnya bagus asri nuansa tenang wilayah perkotaan spot foto bagus sayangnya tiket harga kak mahal,tempat bagus asri nuansa tenang wilayah kota spot foto bagus sayang tiket harga kak mahal,"Untuk tempatnya cukup bagus dan asri jika ingin mendapatkan nuansa yg cukup tenang di wilayah perkotaan, banyak spot"" foto yg bagus, tapi sayangnya untuk tiket masuk dengan Harga 20k/orang cukup mahal.",3,Rino S.E.,2023-08-13T13:28:14.013Z,Kampung Ketupat,Kalimantan Selatan
"Tempatnya bagus, semoga makin dikembangkan lagi. Dan semoga tiket masuknya bisa lebih murah lagi.",tempatnya bagus semoga dikembangkan semoga tiket masuknya murah,tempat bagus moga kembang moga tiket masuk murah,"Tempatnya bagus, semoga makin dikembangkan lagi. Dan semoga tiket masuknya bisa lebih murah lagi.",5,Tsanwari,2023-08-10T08:40:13.907Z,Kampung Ketupat,Kalimantan Selatan
Tiketnya terhitung mahal,tiketnya terhitung mahal,tiket hitung mahal,Tiketnya terhitung mahal,5,Dicky Andwika,2023-08-08T02:48:18.558Z,Kampung Ketupat,Kalimantan Selatan
